rainfall,temperature,humidity,soil_type,crop_type,acres,water_required
119.23,28.53,72.66,loam,rice,2.09,246.36
295.88,23.72,48.57,silt,cotton,3.74,481.97
85.18,22.22,58.58,silt,sugarcane,3.29,278.37
100.5,34.46,86.51,loam,maize,1.88,261.67
96.06,25.35,62.12,sandy,wheat,1.84,308.89
273.5,36.4,80.13,loam,wheat,2.28,399.08
213.57,39.91,86.36,clay,cotton,0.82,268.72
88.03,21.53,88.72,sandy,cotton,4.74,378.59
160.08,29.46,84.92,sandy,wheat,1.32,273.99
203.82,36.04,55.87,silt,sugarcane,1.37,241.41
70.87,35.78,88.13,loam,sugarcane,3.41,403.33
270.6,35.2,80.62,silt,rice,3.76,527.37
250.9,26.98,81.86,clay,maize,3.82,672.42
176.3,29.08,40.76,silt,sugarcane,2.19,396.76
291.78,31.9,87.71,clay,maize,4.43,551.07
154.44,39.48,78.9,loam,cotton,2.95,364.06
296.03,26.55,78.4,loam,sugarcane,2.47,649.5
216.98,38.46,44.08,silt,sugarcane,4.15,781.08
208.67,25.39,51.63,silt,sugarcane,1.6,488.6
91.49,39.78,88.11,silt,rice,4.37,525.53
270.48,33.41,65.03,clay,cotton,2.92,524.62
156.87,29.27,59.89,sandy,wheat,4.55,847.72
90.56,32.27,82.0,sandy,rice,1.41,221.73
53.15,25.45,44.37,silt,rice,4.71,249.72
189.94,25.48,60.85,silt,sugarcane,3.6,649.8
181.85,22.27,58.79,loam,rice,3.28,478.21
229.84,22.28,57.49,silt,wheat,2.4,556.46
272.56,26.95,55.38,loam,rice,4.8,468.78
69.85,35.26,50.5,clay,rice,2.5,210.99
232.87,32.16,48.65,clay,sugarcane,2.74,516.07
96.85,22.05,72.02,clay,cotton,4.02,373.13
264.54,37.04,85.97,clay,wheat,1.78,503.85
254.77,32.03,65.44,silt,sugarcane,1.81,417.39
185.2,39.22,54.9,silt,rice,3.99,575.68
227.56,33.4,47.96,loam,wheat,1.08,372.66
128.59,23.5,81.51,silt,maize,4.2,657.11
167.79,29.48,88.57,loam,rice,3.31,598.34
255.41,32.97,57.46,clay,cotton,2.93,461.69
164.82,20.57,54.55,loam,rice,1.53,391.39
139.45,20.3,70.07,loam,cotton,4.04,635.2
173.55,22.59,78.77,silt,maize,4.12,469.89
257.06,25.03,62.77,clay,sugarcane,2.67,658.95
133.8,28.59,71.5,sandy,sugarcane,2.25,413.11
93.44,29.75,75.83,silt,sugarcane,1.61,265.87
228.0,22.76,88.03,silt,wheat,3.89,508.88
256.49,33.47,48.25,sandy,cotton,3.38,682.79
75.16,31.92,89.87,clay,rice,1.43,184.64
109.97,25.89,59.61,sandy,wheat,4.08,686.31
85.49,20.27,76.16,loam,wheat,4.47,589.84
136.99,21.55,68.62,sandy,rice,0.77,195.65
162.59,27.83,64.33,clay,maize,3.98,663.65
237.21,23.08,74.9,clay,sugarcane,4.34,760.34
212.79,27.54,59.79,sandy,maize,4.96,857.17
205.23,32.56,46.31,silt,maize,1.57,426.28
138.09,30.94,64.44,sandy,sugarcane,2.17,430.01
260.36,24.62,66.1,loam,maize,4.85,657.85
167.82,26.88,50.1,sandy,wheat,0.92,331.44
294.78,32.28,86.78,sandy,rice,2.86,589.6
208.54,37.22,51.37,sandy,wheat,2.78,461.11
81.57,35.06,60.46,loam,wheat,3.23,248.93
219.04,31.07,47.75,sandy,cotton,1.99,523.35
131.28,27.25,66.79,silt,sugarcane,4.67,654.0
221.58,27.3,55.38,loam,sugarcane,1.72,332.54
67.41,37.59,64.46,silt,wheat,3.42,437.5
93.72,20.78,51.23,loam,sugarcane,2.73,328.54
263.93,39.76,42.69,clay,cotton,1.7,405.9
106.79,33.29,78.96,clay,rice,1.35,261.36
259.26,33.62,72.05,loam,maize,4.8,692.35
119.82,20.76,57.04,loam,sugarcane,3.03,502.61
210.72,32.11,42.37,loam,wheat,3.22,484.66
223.54,29.7,83.28,clay,sugarcane,4.02,479.34
178.16,22.12,48.49,loam,wheat,0.87,299.05
126.33,25.56,86.54,clay,maize,3.71,678.28
103.16,37.81,63.93,clay,sugarcane,1.24,150.19
58.3,31.0,57.02,loam,maize,3.83,563.98
125.99,28.27,77.09,loam,wheat,1.14,163.38
213.29,21.45,83.84,loam,cotton,4.25,570.21
284.58,34.28,58.54,clay,cotton,3.56,482.46
267.8,34.06,60.37,sandy,rice,2.24,539.66
241.52,32.28,61.66,loam,wheat,2.11,446.07
247.11,30.21,86.12,sandy,wheat,1.17,390.13
216.25,28.68,74.63,sandy,wheat,4.57,510.19
115.07,31.87,52.38,sandy,cotton,1.03,195.9
276.8,24.67,49.25,silt,cotton,2.62,630.6
217.68,38.83,51.52,sandy,cotton,1.56,451.9
190.11,31.78,53.18,sandy,sugarcane,4.98,538.37
77.75,26.22,51.51,clay,sugarcane,3.14,254.89
161.76,28.99,72.93,silt,cotton,1.17,317.51
165.09,36.11,45.8,clay,maize,3.5,493.02
266.14,23.23,59.37,clay,sugarcane,4.96,854.89
186.66,25.86,71.25,sandy,sugarcane,3.22,515.28
145.1,33.59,54.54,clay,sugarcane,2.56,495.29
294.2,26.31,43.26,loam,sugarcane,1.82,433.86
77.68,35.85,44.09,sandy,rice,0.91,175.78
155.64,22.61,46.3,loam,sugarcane,1.53,305.95
60.51,35.25,81.79,sandy,maize,2.99,243.73
234.98,21.37,72.89,sandy,rice,3.89,650.4
279.52,20.25,43.23,sandy,sugarcane,4.45,465.01
120.01,37.96,59.55,silt,wheat,4.07,665.78
264.59,31.63,53.93,sandy,rice,1.06,315.36
123.05,27.04,68.9,loam,sugarcane,3.98,651.9
277.69,24.65,66.14,sandy,maize,3.12,351.7
238.49,32.34,64.06,sandy,cotton,2.61,419.81
251.23,30.18,55.73,clay,sugarcane,3.08,481.81
54.5,39.83,46.89,sandy,wheat,0.54,84.19
290.7,39.66,77.12,sandy,maize,0.8,366.81
231.67,32.7,83.99,sandy,rice,2.87,579.08
126.19,28.86,87.21,sandy,maize,1.28,332.97
257.35,29.82,42.93,sandy,sugarcane,2.95,517.7
120.38,33.65,77.0,sandy,wheat,2.09,374.72
268.19,22.03,76.33,silt,maize,4.58,625.97
78.15,26.57,87.36,loam,maize,4.77,395.97
225.92,21.51,52.65,silt,cotton,4.91,953.79
185.17,21.47,77.11,loam,cotton,4.55,863.39
74.13,23.92,42.73,silt,sugarcane,4.94,566.61
110.47,29.71,71.56,sandy,rice,3.68,393.07
53.1,35.7,57.54,silt,rice,4.82,449.13
167.19,29.71,78.45,loam,wheat,3.39,547.21
125.32,26.71,83.17,clay,sugarcane,4.14,653.76
199.59,21.65,58.24,clay,rice,1.09,272.77
124.31,31.01,66.28,sandy,maize,3.57,551.8
124.98,25.43,45.87,sandy,sugarcane,4.69,447.63
235.8,32.3,60.85,loam,maize,2.93,647.95
62.04,39.54,58.04,clay,wheat,1.34,181.22
275.72,22.23,49.16,sandy,sugarcane,2.87,686.49
263.07,24.24,84.72,silt,wheat,3.68,688.46
216.95,29.46,47.4,silt,cotton,3.96,571.74
198.31,39.37,71.79,clay,wheat,2.86,424.68
273.08,35.44,84.51,loam,cotton,1.48,444.67
96.33,37.96,85.6,sandy,sugarcane,4.67,362.57
69.74,26.67,79.66,sandy,maize,3.98,654.18
109.88,39.84,48.81,sandy,maize,1.72,263.3
248.64,22.06,80.87,clay,maize,4.15,757.84
58.67,21.06,53.83,silt,wheat,2.07,258.84
195.7,37.11,86.12,loam,sugarcane,1.91,356.73
298.86,38.55,75.45,clay,sugarcane,4.38,593.98
263.92,21.81,79.26,clay,cotton,4.43,855.58
180.36,22.27,44.25,sandy,sugarcane,2.29,411.49
65.91,20.66,69.14,silt,maize,0.54,73.02
257.84,22.09,81.06,loam,sugarcane,1.34,350.89
199.74,24.19,83.08,loam,cotton,4.59,586.29
78.73,39.4,41.43,sandy,sugarcane,4.54,496.31
73.46,33.36,86.96,loam,sugarcane,2.54,406.22
277.41,35.57,42.17,silt,maize,1.87,489.69
217.3,35.52,70.73,sandy,sugarcane,1.86,367.14
257.32,30.7,74.67,sandy,wheat,4.54,519.11
269.74,35.95,45.37,silt,cotton,1.96,426.13
192.94,31.92,42.4,loam,cotton,2.8,565.63
179.36,26.29,79.25,silt,cotton,3.79,676.05
157.61,31.22,59.23,loam,sugarcane,1.44,376.5
129.24,30.67,45.36,loam,wheat,1.64,373.03
158.65,36.47,78.13,loam,cotton,2.11,293.26
243.47,39.63,82.46,silt,rice,3.44,751.92
200.48,28.22,69.37,silt,maize,4.18,443.14
273.13,35.27,48.06,clay,rice,2.96,660.28
160.85,22.0,40.76,silt,rice,1.1,246.32
201.77,35.54,75.04,sandy,cotton,2.51,422.88
207.83,27.43,67.51,sandy,rice,1.07,309.59
197.92,20.79,72.54,sandy,rice,0.9,267.12
225.66,27.26,80.66,sandy,wheat,3.15,486.76
109.36,32.21,61.71,clay,maize,4.8,504.35
178.09,22.39,46.23,silt,sugarcane,4.27,645.78
76.06,38.48,87.0,silt,cotton,3.99,587.03
146.13,21.55,67.26,loam,cotton,3.77,398.35
171.92,38.6,70.76,silt,rice,4.54,393.17
213.06,34.14,86.67,loam,sugarcane,3.89,745.91
287.63,26.59,86.58,loam,sugarcane,3.32,592.26
200.16,27.82,68.6,sandy,sugarcane,2.14,447.38
235.9,34.82,54.88,clay,cotton,0.95,417.82
176.57,32.03,89.86,clay,cotton,2.57,347.07
208.53,33.43,74.04,silt,wheat,4.66,570.67
67.73,27.78,60.42,loam,cotton,3.12,465.63
113.6,29.76,67.99,sandy,cotton,1.33,360.6
140.46,39.8,60.79,loam,wheat,3.42,551.09
168.12,24.28,84.42,sandy,cotton,2.59,543.73
61.41,28.36,64.12,loam,rice,4.69,542.38
85.01,25.84,81.18,silt,rice,1.22,232.08
119.2,35.3,82.01,silt,wheat,3.7,261.2
292.88,35.28,81.22,loam,wheat,3.57,496.5
132.84,25.85,76.11,clay,rice,4.93,683.29
170.51,21.63,82.74,sandy,sugarcane,3.04,421.61
99.02,20.23,59.36,clay,cotton,4.42,698.87
202.7,28.55,45.73,clay,maize,0.61,223.65
120.17,28.21,82.12,loam,maize,1.05,187.53
101.75,39.77,64.91,sandy,wheat,2.06,214.65
179.14,29.4,46.37,sandy,maize,3.29,611.33
51.38,25.13,45.77,silt,sugarcane,2.52,318.33
51.92,37.82,47.96,loam,maize,1.41,236.75
104.77,29.82,77.55,loam,rice,3.15,334.18
59.18,31.98,75.54,loam,wheat,3.05,362.81
77.01,21.91,50.19,silt,maize,2.86,436.6
134.72,27.66,82.35,silt,cotton,0.91,268.14
250.65,38.88,54.06,sandy,wheat,4.67,665.37
193.01,31.79,79.65,silt,sugarcane,3.17,431.27
178.17,26.89,64.44,loam,rice,1.69,470.84
123.37,32.51,76.58,loam,maize,3.59,476.33
282.94,38.21,59.07,clay,rice,1.93,579.31
149.25,25.48,57.36,silt,sugarcane,2.78,397.47
71.77,30.1,82.07,loam,maize,2.04,244.4
204.27,39.17,41.77,loam,wheat,4.46,565.01
78.46,23.45,88.74,sandy,wheat,4.97,531.36
136.31,34.39,72.41,silt,cotton,1.23,240.19
176.85,32.29,61.62,loam,sugarcane,0.61,254.04
268.56,33.59,71.4,sandy,maize,1.49,371.15
173.39,27.02,46.14,clay,rice,3.15,433.41
225.56,26.28,65.7,clay,rice,1.28,285.73
298.2,33.68,89.25,sandy,maize,4.15,891.93
82.87,24.31,51.76,silt,sugarcane,2.34,253.19
118.68,28.39,76.11,loam,sugarcane,3.25,439.74
148.64,23.76,61.75,silt,rice,2.55,426.59
155.46,20.17,72.62,sandy,maize,4.56,620.67
152.76,39.4,50.24,loam,maize,0.66,239.87
276.9,28.63,63.52,loam,rice,3.78,487.5
228.51,39.39,89.0,loam,maize,3.43,409.07
201.98,22.81,49.76,silt,maize,3.42,534.18
127.34,31.75,71.82,silt,wheat,2.36,302.54
255.95,24.02,68.78,sandy,wheat,0.57,306.65
288.77,35.8,68.25,clay,cotton,3.6,603.07
255.3,35.67,70.76,sandy,cotton,4.23,749.74
50.39,22.25,65.11,loam,sugarcane,0.88,173.06
209.1,38.24,40.85,sandy,wheat,2.49,502.6
62.78,23.89,85.0,clay,wheat,1.23,269.58
114.4,32.26,81.35,sandy,wheat,3.25,286.78
64.88,39.71,48.71,clay,wheat,4.04,355.86
200.95,37.65,60.66,clay,sugarcane,3.5,699.97
221.65,39.13,78.53,loam,rice,1.93,402.37
78.62,26.85,89.0,clay,sugarcane,1.13,260.12
145.96,22.11,87.56,silt,rice,4.07,639.2
164.06,23.77,84.97,sandy,cotton,1.96,465.12
142.26,30.01,47.92,sandy,wheat,0.6,278.17
80.26,35.86,85.72,silt,rice,3.07,345.9
154.74,23.0,83.92,silt,sugarcane,1.61,285.02
237.79,33.19,58.85,loam,rice,4.29,658.87
67.75,26.47,59.73,sandy,maize,1.14,265.01
70.05,26.82,63.0,silt,cotton,2.46,295.25
138.69,33.24,72.81,loam,cotton,1.64,213.47
285.43,29.34,53.04,sandy,wheat,3.6,897.47
217.14,36.24,41.15,sandy,wheat,2.97,502.46
219.67,23.12,47.06,silt,sugarcane,4.06,506.45
140.48,35.8,62.01,clay,rice,2.56,323.59
198.42,21.28,54.1,clay,maize,0.52,242.15
52.53,23.88,78.23,silt,cotton,1.47,226.1
209.02,33.12,45.33,clay,rice,5.0,756.38
278.32,37.1,85.87,sandy,maize,2.32,584.86
203.14,25.05,84.77,loam,rice,3.29,642.57
268.42,26.54,85.44,loam,wheat,4.57,582.45
230.99,30.74,76.98,silt,cotton,0.59,212.59
80.14,24.23,45.35,loam,maize,3.47,290.49
275.61,36.22,61.91,silt,wheat,1.8,413.14
66.61,35.47,46.57,clay,sugarcane,1.76,162.77
183.49,22.91,89.38,sandy,sugarcane,1.51,425.63
85.53,29.28,56.65,clay,wheat,4.2,432.39
52.93,35.5,69.27,silt,maize,2.18,351.34
155.51,26.75,78.97,sandy,maize,0.8,266.2
123.76,32.66,86.03,sandy,cotton,0.94,235.91
171.5,21.0,77.78,sandy,wheat,1.17,307.18
194.3,32.17,73.73,clay,sugarcane,4.55,677.43
60.93,23.05,63.3,sandy,wheat,2.42,305.56
80.75,36.61,70.27,clay,rice,4.62,317.45
189.66,27.11,44.71,clay,maize,4.18,690.55
135.79,25.63,84.2,sandy,rice,4.27,373.69
232.29,36.82,67.19,silt,sugarcane,1.79,331.94
213.07,21.0,42.01,sandy,maize,1.72,299.26
261.4,27.93,86.0,sandy,sugarcane,3.02,541.01
223.12,27.4,64.47,clay,sugarcane,2.38,500.9
157.48,25.7,83.43,sandy,sugarcane,2.79,508.87
218.24,38.24,82.84,silt,cotton,0.74,299.45
118.85,35.02,80.79,sandy,sugarcane,4.87,798.01
126.58,21.28,43.07,silt,sugarcane,0.76,235.12
247.25,34.29,52.35,loam,rice,1.3,346.24
161.6,30.55,83.78,loam,rice,3.55,399.59
249.6,38.02,84.95,loam,rice,1.2,407.93
255.61,26.26,62.9,sandy,maize,0.98,457.09
264.39,31.48,62.0,clay,cotton,1.19,340.92
279.16,30.02,48.76,silt,maize,0.78,380.42
157.75,29.79,88.42,loam,cotton,1.63,264.5
129.72,29.12,50.66,silt,cotton,1.72,324.01
195.55,24.11,49.55,clay,wheat,2.74,557.34
142.79,35.11,73.04,silt,wheat,2.47,398.93
200.27,29.03,52.14,silt,wheat,2.63,322.01
226.4,39.17,86.94,loam,cotton,3.27,561.38
222.1,25.22,40.55,silt,cotton,1.54,475.6
143.64,33.65,40.29,loam,maize,1.11,324.48
91.72,38.81,65.24,clay,cotton,4.45,822.67
157.63,33.27,64.4,loam,sugarcane,3.35,633.18
85.65,37.43,48.17,silt,sugarcane,0.77,168.41
272.52,36.55,64.73,clay,cotton,4.82,987.67
136.47,27.2,60.58,sandy,sugarcane,3.62,681.75
88.61,32.0,84.52,sandy,cotton,1.18,205.21
56.36,23.13,40.46,clay,wheat,4.86,699.34
211.46,30.71,88.81,clay,cotton,2.14,509.46
209.23,24.61,71.22,silt,wheat,4.93,920.02
135.15,34.87,47.59,sandy,rice,0.96,290.85
67.93,30.56,42.34,clay,sugarcane,1.22,221.09
152.41,28.22,66.91,sandy,rice,3.46,636.37
127.8,25.38,51.74,sandy,sugarcane,0.6,184.38
219.28,39.97,55.06,silt,rice,0.58,285.66
201.44,21.43,52.26,clay,cotton,4.06,508.41
141.15,20.87,72.51,loam,rice,1.26,305.22
104.47,24.35,67.68,clay,sugarcane,4.63,559.65
297.01,39.42,43.9,sandy,maize,2.42,570.38
163.5,39.58,66.33,loam,sugarcane,4.43,506.07
222.07,33.1,79.56,loam,maize,2.38,521.66
85.14,37.6,44.06,sandy,cotton,2.89,440.96
171.4,24.28,84.49,loam,sugarcane,1.92,422.5
56.88,39.44,68.92,loam,rice,3.46,442.98
176.36,22.86,87.53,clay,cotton,1.93,388.3
291.0,22.02,47.41,sandy,sugarcane,1.5,468.88
146.05,22.24,89.68,silt,cotton,0.86,177.84
59.75,31.46,72.21,loam,maize,0.76,102.7
57.74,35.62,68.37,sandy,cotton,1.88,309.6
147.0,27.33,65.76,clay,rice,3.81,478.61
90.01,39.56,41.18,clay,sugarcane,1.43,290.17
55.84,28.69,86.98,clay,maize,1.85,296.92
239.05,23.01,72.2,loam,cotton,4.57,554.12
164.63,29.32,44.58,silt,wheat,3.38,339.31
122.31,33.58,41.05,clay,maize,4.64,532.48
275.02,36.64,42.54,silt,maize,4.6,641.99
79.03,29.18,70.47,sandy,rice,0.79,150.36
288.98,31.87,70.7,clay,rice,4.8,964.37
128.49,25.35,64.98,loam,cotton,0.73,182.07
272.1,32.92,55.34,clay,wheat,4.67,810.11
200.74,39.72,66.59,loam,maize,2.96,497.66
256.68,20.98,65.82,sandy,cotton,2.9,647.46
296.0,37.73,40.97,silt,wheat,3.71,875.84
122.1,31.25,54.12,silt,cotton,4.46,834.65
290.28,25.04,42.66,silt,maize,3.28,687.62
147.37,39.1,85.01,clay,cotton,2.41,326.52
146.38,29.67,76.26,clay,rice,1.0,250.82
135.1,26.63,89.81,sandy,rice,4.05,377.35
185.35,23.63,55.11,silt,sugarcane,1.08,292.1
88.54,24.89,83.92,sandy,wheat,3.77,441.64
188.43,36.66,70.15,loam,maize,2.88,325.45
185.43,32.29,62.66,clay,wheat,2.24,514.45
240.48,38.26,51.13,silt,rice,3.26,720.81
258.41,24.64,76.92,clay,maize,3.98,811.83
160.11,22.42,85.21,silt,sugarcane,4.74,477.81
125.58,20.12,51.77,silt,rice,1.69,264.53
114.83,30.16,48.77,clay,rice,4.76,776.37
98.66,39.97,74.81,clay,wheat,4.82,394.97
64.41,33.9,88.85,sandy,cotton,4.16,460.79
135.61,26.17,77.5,clay,wheat,4.47,549.3
117.56,37.54,54.23,clay,rice,3.62,358.54
291.6,35.63,61.0,clay,wheat,0.68,436.74
189.43,20.31,59.22,loam,cotton,3.09,362.56
136.82,36.34,82.6,loam,sugarcane,3.86,512.45
195.12,26.01,78.57,loam,maize,4.74,614.62
84.8,22.99,69.45,sandy,rice,3.07,376.43
161.01,24.53,53.75,sandy,wheat,4.07,465.08
206.56,29.37,86.9,silt,rice,3.67,616.19
172.22,28.5,72.67,sandy,maize,1.76,439.15
150.44,25.78,88.52,clay,wheat,1.2,332.37
298.46,23.44,69.01,silt,sugarcane,3.88,676.12
270.08,35.24,81.06,clay,maize,1.55,372.53
205.85,39.8,80.66,silt,cotton,1.6,504.7
192.34,35.56,56.87,sandy,cotton,3.4,556.96
205.17,25.92,88.2,loam,rice,4.05,607.57
100.33,24.9,41.1,clay,cotton,3.12,516.23
148.78,24.35,78.44,silt,wheat,4.48,685.42
59.86,22.73,88.28,loam,cotton,1.45,179.63
168.89,31.03,56.95,clay,sugarcane,1.64,343.84
185.76,32.11,72.41,clay,wheat,3.37,313.68
106.94,34.11,68.11,loam,rice,4.23,742.83
291.01,33.6,78.08,sandy,rice,2.93,670.02
277.36,25.85,83.31,loam,cotton,0.55,414.04
230.54,26.61,70.15,sandy,cotton,3.55,424.44
183.35,33.63,80.8,silt,rice,4.16,825.47
267.49,26.99,55.61,sandy,wheat,1.74,482.16
82.66,24.25,51.43,silt,maize,0.74,155.55
247.63,27.49,61.53,silt,rice,2.83,587.55
81.21,25.44,73.89,silt,sugarcane,0.69,126.45
248.55,21.77,49.36,silt,wheat,2.37,443.37
118.94,36.6,74.02,clay,maize,0.58,155.1
269.27,37.06,59.7,silt,maize,1.51,471.47
286.01,24.4,79.78,clay,wheat,2.25,404.29
87.2,21.3,41.84,clay,rice,1.0,230.69
165.67,34.78,73.4,silt,maize,1.01,269.51
295.25,24.23,72.49,sandy,sugarcane,4.22,740.51
170.85,27.87,87.05,sandy,wheat,0.69,189.07
265.89,21.28,75.67,loam,cotton,3.6,594.06
197.18,24.53,79.82,clay,rice,4.17,764.5
143.83,35.86,85.23,clay,wheat,1.09,218.99
121.45,36.09,73.75,sandy,sugarcane,1.38,239.39
100.81,24.14,54.51,clay,maize,3.39,531.34
240.45,26.72,83.49,sandy,rice,1.92,417.04
146.64,22.68,77.38,loam,rice,2.64,339.13
177.82,21.48,61.22,silt,wheat,4.26,489.08
173.08,39.84,75.53,silt,wheat,1.12,312.85
194.32,33.11,83.38,silt,sugarcane,3.29,496.05
266.39,30.84,88.78,loam,cotton,4.74,567.66
295.18,35.31,87.62,clay,wheat,0.76,314.28
151.9,36.8,56.27,loam,wheat,0.77,244.9
256.88,36.13,61.08,clay,wheat,3.0,528.8
241.13,20.33,45.48,clay,sugarcane,4.82,772.47
193.38,23.74,52.38,silt,maize,1.49,377.24
289.01,33.1,84.12,sandy,cotton,1.99,508.83
100.12,27.52,58.04,sandy,sugarcane,0.94,258.38
77.32,39.65,71.03,silt,wheat,2.13,401.12
263.49,33.31,73.3,clay,maize,0.7,287.5
159.79,39.13,79.09,loam,wheat,2.25,347.86
261.74,24.03,49.14,silt,sugarcane,3.0,573.49
273.27,37.28,55.24,silt,rice,4.89,918.74
65.61,26.43,62.42,loam,wheat,4.18,570.97
270.87,39.79,58.24,clay,maize,4.2,660.06
162.08,23.15,89.15,silt,cotton,1.53,365.33
177.61,30.33,81.75,silt,rice,0.89,216.26
206.65,35.86,63.98,clay,wheat,3.21,664.56
281.6,28.65,83.96,loam,wheat,2.85,582.11
54.78,29.36,57.38,loam,maize,2.82,371.57
169.21,39.73,79.29,sandy,rice,0.99,192.57
221.93,28.51,51.18,sandy,rice,2.72,567.08
230.68,32.08,78.62,loam,rice,1.18,319.77
223.13,21.09,62.82,sandy,wheat,2.4,450.38
83.61,36.84,45.37,sandy,rice,0.78,216.7
124.85,32.96,53.66,clay,wheat,4.36,693.17
139.68,28.08,60.11,silt,wheat,0.56,167.8
251.11,20.32,77.46,sandy,rice,4.73,865.54
119.69,31.83,43.65,sandy,sugarcane,4.38,485.23
102.68,20.25,72.98,clay,cotton,3.89,506.42
289.36,20.02,75.8,loam,cotton,4.92,838.64
52.22,32.32,72.7,sandy,sugarcane,0.74,109.2
299.46,23.78,78.03,silt,rice,3.39,577.89
219.21,23.84,48.91,sandy,wheat,4.32,472.36
257.12,33.07,69.36,silt,maize,1.07,388.78
123.65,21.07,87.06,loam,sugarcane,3.13,356.76
53.58,26.27,70.54,sandy,cotton,2.27,180.74
234.47,22.99,70.57,silt,cotton,2.46,467.97
258.54,31.6,76.82,silt,wheat,4.61,851.35
235.12,33.24,56.66,silt,cotton,2.92,448.47
85.71,34.42,75.02,loam,cotton,0.92,239.38
238.36,25.1,85.81,silt,wheat,4.72,810.97
242.23,21.78,40.54,clay,rice,1.33,363.03
214.64,21.57,83.51,loam,cotton,4.52,713.72
241.53,28.52,50.93,silt,rice,4.87,501.67
261.48,38.92,62.8,loam,maize,4.45,757.6
203.4,24.35,82.62,loam,rice,3.55,462.39
72.15,25.13,81.2,clay,wheat,3.85,321.87
171.91,22.02,84.6,silt,wheat,3.65,594.92
69.41,32.11,87.02,loam,wheat,2.57,341.96
151.89,33.6,62.36,loam,cotton,1.73,345.75
151.78,32.86,72.82,silt,sugarcane,1.78,403.21
66.5,37.22,59.52,clay,cotton,3.79,551.29
137.21,29.73,57.54,sandy,rice,3.32,396.85
77.75,22.69,61.58,silt,maize,3.13,487.05
252.06,25.79,77.15,sandy,maize,3.44,532.37
286.92,33.25,65.07,silt,maize,3.99,643.31
68.08,32.26,80.7,silt,maize,3.87,498.12
288.78,30.62,77.26,loam,sugarcane,0.97,327.15
180.64,33.66,41.02,silt,maize,2.13,435.89
124.89,32.75,71.51,clay,cotton,1.69,294.86
69.22,37.63,61.83,clay,maize,2.92,427.09
175.16,31.72,62.83,silt,wheat,0.78,241.01
248.63,35.57,80.92,loam,rice,3.93,587.78
226.77,24.97,67.38,loam,cotton,0.98,327.72
62.56,33.56,84.28,sandy,sugarcane,1.72,233.13
68.23,38.04,75.64,silt,cotton,4.02,513.97
150.72,27.71,67.64,sandy,wheat,0.73,161.98
123.82,35.58,77.73,loam,maize,3.47,372.23
108.1,34.5,41.92,clay,maize,4.66,401.68
120.25,21.19,41.35,loam,sugarcane,3.28,506.7
250.87,31.63,44.17,clay,rice,3.71,762.37
282.31,22.6,61.88,sandy,maize,4.07,514.24
151.28,39.35,51.77,loam,sugarcane,1.5,295.42
276.53,36.23,89.21,clay,maize,3.11,601.73
130.37,22.19,67.11,sandy,cotton,1.89,328.49
169.11,22.44,73.12,loam,sugarcane,1.62,306.59
106.51,31.89,53.94,silt,sugarcane,1.37,288.79
210.12,26.9,56.09,loam,sugarcane,3.13,537.74
294.75,20.7,56.77,sandy,maize,4.08,842.38
200.87,30.83,74.94,loam,sugarcane,4.44,596.46
139.45,27.76,63.69,sandy,cotton,2.43,249.66
211.95,22.02,65.88,clay,rice,2.18,483.92
80.73,36.04,69.6,loam,rice,3.59,338.69
272.16,38.3,78.44,sandy,wheat,4.01,781.93
175.77,35.13,44.52,sandy,cotton,1.64,299.47
162.34,36.45,78.84,silt,cotton,1.84,406.16
196.47,24.33,68.16,clay,sugarcane,2.9,463.28
206.2,25.27,73.45,silt,wheat,2.5,365.17
67.94,24.17,56.38,silt,cotton,3.68,403.36
220.65,35.3,60.47,loam,cotton,2.77,528.95
110.48,38.96,51.56,sandy,cotton,1.0,251.07
228.49,34.34,88.96,sandy,maize,1.25,446.22
255.63,37.63,64.85,sandy,cotton,4.56,762.83
250.99,32.77,89.8,loam,maize,1.52,327.96
188.13,27.75,64.49,loam,cotton,0.73,239.75
180.04,28.52,50.99,clay,rice,3.79,736.62
85.72,21.51,65.37,silt,maize,3.58,532.84
243.84,20.63,41.98,clay,maize,3.2,607.09
117.85,33.91,85.24,clay,sugarcane,2.76,363.6
174.17,28.77,80.93,loam,cotton,4.86,806.54
121.07,31.04,76.29,sandy,wheat,1.04,201.1
83.46,31.15,70.49,loam,wheat,2.8,380.87
207.39,25.55,68.99,loam,wheat,3.04,477.41
63.58,29.52,89.84,loam,wheat,0.6,33.26
237.16,29.42,53.9,clay,rice,2.35,578.58
129.4,27.77,78.98,sandy,wheat,4.02,375.6
50.03,36.41,69.07,loam,sugarcane,2.62,273.75
177.78,29.02,88.79,clay,wheat,4.44,523.12
61.71,32.07,81.39,loam,sugarcane,3.4,455.42
119.04,37.91,89.93,silt,maize,3.95,386.99
226.74,37.32,69.42,sandy,cotton,4.12,569.97
65.67,37.81,50.23,clay,wheat,3.6,346.83
259.83,25.4,65.18,silt,sugarcane,3.87,358.22
50.95,20.7,75.56,loam,sugarcane,3.63,502.19
111.71,25.22,78.72,silt,cotton,2.98,352.17
235.23,25.57,40.03,silt,maize,3.05,418.95
129.07,38.19,65.25,clay,wheat,1.35,322.24
75.47,32.98,51.76,sandy,sugarcane,4.22,281.48
140.06,21.63,83.75,sandy,wheat,1.9,422.06
117.6,22.71,47.65,clay,rice,2.91,492.7
260.68,23.11,73.32,loam,sugarcane,1.62,336.54
